Ano,Região Geográfica,Unidade da Federação,Município,Total,Educacao Infantil,Ensino Fundamental,Ensino Médio,Educação Profissional,Educação de Jovens e Adultos (EJA),Federal,Estadual,Municipal,Privada,Urbana,Rural,Feminino,Masculino,Não Declarada,Branca,Preta,Parda,Amarela,Indígena,Até 3 anos,4 a 5 anos,6 a 10 anos,11 a 14 anos,15 a 17 anos,18 a 19 anos,20 a 24 anos,25 a 29 anos,30 a 34 anos,35 a 39 anos,40 anos ou mais
2015, Sudeste  , Minas Gerais  , Espinosa  ,7371,1198,4492,1223,79,407,0,4814,2335,222,5896,1475,3679,3692,2613,1188,81,3482,3,4,514,711,2272,1941,1311,233,109,64,61,48,107
2015, Sudeste  , Minas Gerais  , Espírito Santo do Dourado  ,880,158,571,151,17,0,0,433,447,0,655,225,429,451,31,663,22,164,0,0,61,103,279,246,148,23,12,3,3,1,1
2015, Sudeste  , Minas Gerais  , Estiva  ,2040,416,1263,334,0,27,0,1282,726,32,1652,388,1034,1006,41,1748,44,205,2,0,162,266,621,545,351,47,18,6,4,5,15
2015, Sudeste  , Minas Gerais  , Estrela Dalva  ,447,89,281,63,0,14,0,181,266,0,447,0,223,224,34,130,69,214,0,0,46,45,142,116,75,7,3,0,1,1,11
2015, Sudeste  , Minas Gerais  , Estrela do Indaiá  ,597,86,330,140,0,41,0,401,175,21,597,0,305,292,23,296,19,259,0,0,37,50,153,145,148,23,10,3,7,2,19
2015, Sudeste  , Minas Gerais  , Estrela do Sul  ,1417,262,784,249,0,122,0,842,499,76,1362,55,666,751,189,750,44,433,1,0,121,146,356,384,269,34,17,9,9,11,61
2015, Sudeste  , Minas Gerais  , Eugenópolis  ,1970,331,1225,258,0,156,0,962,932,76,1832,138,941,1029,435,828,139,567,1,0,111,225,605,533,325,59,49,17,13,13,20
2015, Sudeste  , Minas Gerais  , Ewbank da Câmara  ,880,138,558,172,0,12,0,450,430,0,880,0,455,425,65,314,99,395,6,1,36,108,262,241,185,30,7,0,1,3,7
2015, Sudeste  , Minas Gerais  , Extrema  ,9433,1885,4844,1238,459,1014,0,2291,5684,1458,8494,939,4680,4753,2584,5237,167,1433,8,4,974,933,2546,2111,1687,339,329,185,104,98,127
2015, Sudeste  , Minas Gerais  , Fama  ,448,54,321,65,8,0,0,241,207,0,380,68,228,220,110,245,14,79,0,0,2,53,148,132,96,15,2,0,0,0,0
2015, Sudeste  , Minas Gerais  , Faria Lemos  ,759,118,432,107,0,102,0,360,399,0,670,89,372,387,27,233,158,341,0,0,37,85,226,158,124,33,25,8,8,10,45
2015, Sudeste  , Minas Gerais  , Felício dos Santos  ,1607,230,966,330,35,81,0,1026,581,0,1256,351,789,818,87,255,40,1209,14,2,99,137,409,432,330,68,43,27,31,11,20
2015, Sudeste  , Minas Gerais  , Felisburgo  ,1688,288,1037,293,0,70,0,807,881,0,1583,105,804,884,74,214,39,1360,1,0,115,175,502,462,299,60,28,6,8,7,26
2015, Sudeste  , Minas Gerais  , Felixlândia  ,3216,417,1860,538,56,345,0,1268,1782,166,3122,94,1601,1615,368,608,66,2168,4,2,122,312,913,842,611,129,107,39,46,35,60
2015, Sudeste  , Minas Gerais  , Fernandes Tourinho  ,713,107,486,104,0,16,0,361,352,0,713,0,336,377,42,160,21,484,5,1,39,72,231,194,136,21,2,2,0,3,13
2015, Sudeste  , Minas Gerais  , Ferros  ,2599,363,1419,365,0,452,0,1943,656,0,2244,355,1362,1237,251,486,189,1669,3,1,144,229,666,595,430,123,104,76,76,55,101
2015, Sudeste  , Minas Gerais  , Fervedouro  ,2461,301,1662,313,0,185,0,1687,729,45,1987,474,1194,1267,212,1227,109,907,5,1,29,281,815,695,415,82,57,26,11,21,29
2015, Sudeste  , Minas Gerais  , Florestal  ,3497,340,1017,750,1280,110,1590,1080,797,30,1883,1614,1676,1821,499,1208,158,1624,7,1,157,189,444,514,1312,209,185,144,137,68,138
2015, Sudeste  , Minas Gerais  , Formiga  ,14687,2395,7728,2376,1049,1342,837,6232,5194,2424,14527,160,7041,7646,1677,8940,663,3380,24,3,1058,1387,3835,3565,2606,422,592,411,296,195,320
2015, Sudeste  , Minas Gerais  , Formoso  ,1924,228,1289,326,18,81,0,1055,869,0,1481,443,976,948,110,247,31,1534,1,1,12,223,668,545,338,57,24,22,16,11,8
2015, Sudeste  , Minas Gerais  , Fortaleza de Minas  ,635,93,405,137,0,0,0,316,319,0,619,16,310,325,92,416,15,112,0,0,18,77,206,178,129,17,8,1,0,1,0
2015, Sudeste  , Minas Gerais  , Fortuna de Minas  ,757,163,444,118,0,32,0,150,607,0,757,0,386,371,175,134,46,399,3,0,81,86,223,189,122,29,13,2,2,1,9
2015, Sudeste  , Minas Gerais  , Francisco Badaró  ,1762,199,1096,370,0,97,0,1314,448,0,1179,583,870,892,29,189,116,1427,1,0,56,150,447,582,376,56,23,14,20,12,26
2015, Sudeste  , Minas Gerais  , Francisco Dumont  ,1091,164,721,191,0,15,0,489,602,0,962,129,518,573,50,265,42,722,11,1,51,117,374,303,193,29,7,3,2,3,9
2015, Sudeste  , Minas Gerais  , Francisco Sá  ,5687,951,3446,1066,74,224,0,3426,1826,435,4864,823,2772,2915,1234,914,215,3295,27,2,322,656,1673,1558,1051,123,68,61,61,35,79
2015, Sudeste  , Minas Gerais  , Franciscópolis  ,1198,114,878,206,0,0,0,735,463,0,1130,68,577,621,96,123,44,931,2,2,7,116,381,381,257,46,7,0,1,1,1
2015, Sudeste  , Minas Gerais  , Frei Gaspar  ,1599,199,1111,289,0,0,0,655,944,0,891,708,795,804,659,125,67,746,1,1,43,162,545,428,301,65,38,10,3,1,3
2015, Sudeste  , Minas Gerais  , Frei Inocêncio  ,2226,297,1377,365,0,187,0,1469,757,0,1958,268,1104,1122,154,342,168,1559,3,0,129,173,690,579,428,80,52,26,18,15,36
2015, Sudeste  , Minas Gerais  , Frei Lagonegro  ,941,126,628,130,31,57,0,482,459,0,552,389,501,440,280,152,15,494,0,0,43,90,273,281,142,31,18,12,15,14,22
2015, Sudeste  , Minas Gerais  , Fronteira  ,3126,525,1870,401,16,330,0,1512,1461,153,3046,80,1508,1618,232,1454,97,1342,1,0,192,355,1009,740,486,120,75,38,26,30,55
2015, Sudeste  , Minas Gerais  , Fronteira dos Vales  ,1019,95,714,173,0,37,0,599,420,0,807,212,492,527,113,157,23,723,0,3,4,91,338,317,209,25,12,1,4,3,15
2015, Sudeste  , Minas Gerais  , Fruta de Leite  ,1509,153,1085,271,0,0,0,1022,487,0,1175,334,699,810,391,132,8,976,2,0,64,101,545,440,288,50,17,3,1,0,0
2015, Sudeste  , Minas Gerais  , Frutal  ,11553,1979,6847,1826,69,901,0,4897,4754,1902,10544,1009,5700,5853,575,6814,465,3674,22,3,872,1154,3696,2832,1896,285,272,138,136,107,165
2015, Sudeste  , Minas Gerais  , Funilândia  ,1227,242,693,184,0,108,0,672,536,19,923,304,574,653,170,276,55,723,2,1,120,130,321,314,204,39,34,9,12,12,32
2015, Sudeste  , Minas Gerais  , Galiléia  ,1522,252,935,247,0,88,0,757,664,101,1487,35,765,757,307,297,47,857,11,3,100,154,472,412,272,52,22,10,11,9,8
2015, Sudeste  , Minas Gerais  , Gameleiras  ,1230,220,735,249,0,26,0,717,513,0,587,643,605,625,117,454,15,607,37,0,94,130,367,328,249,32,6,2,3,3,16
2015, Sudeste  , Minas Gerais  , Glaucilândia  ,677,83,452,142,0,0,0,369,308,0,388,289,331,346,109,75,16,476,1,0,22,62,222,206,146,13,4,1,0,0,1
2015, Sudeste  , Minas Gerais  , Goiabeira  ,797,168,489,98,0,42,0,362,435,0,797,0,390,407,34,197,23,541,2,0,77,95,242,206,134,26,8,4,1,2,2
2015, Sudeste  , Minas Gerais  , Goianá  ,793,119,489,165,0,20,0,412,381,0,793,0,372,421,315,299,35,141,1,2,34,88,238,203,185,33,2,0,2,1,7
2015, Sudeste  , Minas Gerais  , Gonçalves  ,858,111,535,181,0,31,0,488,370,0,858,0,404,454,15,783,38,21,1,0,16,99,246,235,210,31,2,6,5,1,7
2015, Sudeste  , Minas Gerais  , Gonzaga  ,1524,152,925,343,68,83,0,927,597,0,1333,191,798,726,498,203,67,745,10,1,3,153,427,429,339,45,23,27,18,12,48
2015, Sudeste  , Minas Gerais  , Gouveia  ,2470,362,1510,525,49,73,0,1512,923,35,2029,441,1211,1259,85,490,151,1743,1,0,104,277,731,667,477,85,48,27,18,17,19
2015, Sudeste  , Minas Gerais  , Governador Valadares  ,67381,11067,37742,11444,3321,4967,581,34174,19724,12902,65238,2143,33735,33646,12150,14794,3040,37183,160,54,4734,6155,19182,16677,12797,2707,1699,960,661,606,1203
2015, Sudeste  , Minas Gerais  , Grão Mogol  ,3586,442,2433,679,0,32,0,1672,1914,0,2698,888,1746,1840,1008,477,144,1943,12,2,175,284,1170,1055,707,117,38,9,9,11,11
2015, Sudeste  , Minas Gerais  , Grupiara  ,291,46,201,44,0,0,0,245,46,0,291,0,136,155,90,159,9,33,0,0,12,34,103,92,46,3,1,0,0,0,0
2015, Sudeste  , Minas Gerais  , Guanhães  ,8004,1180,4768,1335,55,683,0,4780,2223,1001,7815,189,4058,3946,803,1818,321,5045,8,9,389,826,2168,2211,1584,259,198,115,78,72,104
2015, Sudeste  , Minas Gerais  , Guapé  ,2773,401,1831,531,30,10,0,1592,1133,48,2241,532,1355,1418,495,1499,127,640,9,3,166,251,873,805,554,64,27,12,11,4,6
2015, Sudeste  , Minas Gerais  , Guaraciaba  ,1760,249,1174,297,0,40,0,1240,520,0,1069,691,855,905,113,430,114,1093,10,0,57,198,542,541,342,31,14,9,6,9,11
2015, Sudeste  , Minas Gerais  , Guaraciama  ,1074,189,693,183,0,9,0,500,574,0,1043,31,544,530,132,169,22,751,0,0,84,114,374,285,195,7,3,1,1,1,9
2015, Sudeste  , Minas Gerais  , Guaranésia  ,3856,665,2268,599,0,324,0,1888,1620,348,3822,34,1912,1944,302,2482,177,895,0,0,268,415,1103,1012,705,146,87,38,21,32,29
2015, Sudeste  , Minas Gerais  , Guarani  ,1785,336,969,306,40,174,0,877,813,95,1785,0,891,894,214,573,297,700,1,0,138,188,475,430,298,81,56,32,13,20,54
2015, Sudeste  , Minas Gerais  , Guarará  ,710,82,450,140,0,38,0,178,532,0,710,0,356,354,137,312,72,189,0,0,3,79,221,191,147,34,18,9,2,2,4
2015, Sudeste  , Minas Gerais  , Guarda-Mor  ,1465,236,943,219,0,67,0,714,722,29,1398,67,728,737,58,371,39,991,4,2,83,158,489,399,232,39,30,12,8,10,5
2015, Sudeste  , Minas Gerais  , Guaxupé  ,10704,1987,5964,1824,184,745,0,4715,3615,2374,10412,292,5255,5449,715,7283,418,2272,11,5,942,1074,3001,2644,2058,398,181,100,59,66,181
2015, Sudeste  , Minas Gerais  , Guidoval  ,1355,236,858,225,0,36,0,775,580,0,1355,0,633,722,318,687,75,273,1,1,73,158,432,378,242,34,7,0,5,6,20
2015, Sudeste  , Minas Gerais  , Guimarânia  ,1559,249,978,238,10,84,0,802,686,71,1529,30,790,769,35,732,35,755,1,1,90,169,479,431,299,44,16,6,4,9,12
2015, Sudeste  , Minas Gerais  , Guiricema  ,1304,158,886,250,0,10,0,871,433,0,1182,122,637,667,154,843,39,268,0,0,5,159,435,404,268,22,1,0,0,1,9
2015, Sudeste  , Minas Gerais  , Gurinhatã  ,980,141,621,160,0,58,0,486,494,0,941,39,466,514,201,422,25,331,0,1,39,109,340,226,186,31,12,6,4,7,20
2015, Sudeste  , Minas Gerais  , Heliodora  ,1333,233,827,225,13,35,0,680,653,0,1321,12,641,692,208,897,50,176,2,0,88,148,393,373,266,37,22,3,2,1,0
2015, Sudeste  , Minas Gerais  , Iapu  ,2207,362,1290,363,0,192,0,1164,978,65,2096,111,1106,1101,9,1068,83,1043,4,0,150,218,652,580,391,70,43,20,18,18,47
2015, Sudeste  , Minas Gerais  , Ibertioga  ,1016,110,661,210,0,35,0,561,455,0,1016,0,504,512,455,373,33,148,7,0,1,113,335,290,216,25,6,3,9,6,12
2015, Sudeste  , Minas Gerais  , Ibiá  ,4595,822,2943,642,0,188,0,1884,2148,563,4333,262,2272,2323,738,1713,167,1960,16,1,245,599,1507,1265,733,103,63,26,14,17,23
2015, Sudeste  , Minas Gerais  , Ibiaí  ,2138,400,1247,333,25,158,0,1172,966,0,1971,167,1080,1058,87,180,158,1712,1,0,130,276,595,549,357,53,47,29,38,25,39
2015, Sudeste  , Minas Gerais  , Ibiracatu  ,1748,274,1099,327,0,48,0,914,834,0,1518,230,835,913,903,208,17,616,4,0,110,168,501,460,363,76,22,12,10,6,20
2015, Sudeste  , Minas Gerais  , Ibiraci  ,2478,373,1592,406,0,107,0,1621,837,20,2367,111,1212,1266,351,1643,70,413,1,0,92,289,850,668,455,59,21,10,4,12,18
2015, Sudeste  , Minas Gerais  , Ibirité  ,36986,4921,22678,6007,101,3279,0,16860,16439,3687,36944,42,18232,18754,11187,7202,2079,16379,122,17,1733,3259,11546,9637,6799,1503,1041,462,279,294,433
2015, Sudeste  , Minas Gerais  , Ibitiúra de Minas  ,734,120,470,132,31,12,0,382,352,0,734,0,376,358,9,612,16,96,0,1,49,72,214,223,125,7,8,5,9,9,13
2015, Sudeste  , Minas Gerais  , Ibituruna  ,686,109,407,145,0,25,0,384,302,0,686,0,323,363,21,352,39,271,3,0,47,63,186,200,146,18,6,4,3,5,8
2015, Sudeste  , Minas Gerais  , Icaraí de Minas  ,2640,376,1687,524,75,53,0,1772,868,0,1255,1385,1332,1308,424,401,102,1705,6,2,129,265,835,694,487,94,52,27,23,12,22
2015, Sudeste  , Minas Gerais  , Igarapé  ,10505,1726,6351,1815,87,613,0,5639,4012,854,10505,0,5153,5352,1273,2083,410,6673,60,6,633,1130,3217,2678,1905,361,215,62,66,53,185
2015, Sudeste  , Minas Gerais  , Igaratinga  ,2037,326,1389,305,0,17,0,992,1045,0,1891,146,1017,1020,835,712,52,436,1,1,86,254,676,610,351,39,18,0,2,1,0
2015, Sudeste  , Minas Gerais  , Iguatama  ,1308,161,843,217,0,87,0,666,530,112,1285,23,634,674,67,521,100,618,2,0,25,144,423,338,250,61,36,8,4,6,13
2015, Sudeste  , Minas Gerais  , Ijaci  ,1282,162,836,234,0,50,0,651,631,0,1282,0,583,699,28,431,101,708,8,6,9,157,416,368,269,27,16,3,5,4,8
2015, Sudeste  , Minas Gerais  , Ilicínea  ,2767,459,1632,475,20,181,0,1409,1172,186,2767,0,1362,1405,105,1619,281,755,6,1,182,285,795,727,562,101,51,22,11,4,27
2015, Sudeste  , Minas Gerais  , Imbé de Minas  ,1319,163,983,173,0,0,0,702,617,0,1071,248,627,692,48,340,16,914,1,0,26,147,476,432,214,21,2,1,0,0,0
2015, Sudeste  , Minas Gerais  , Inconfidentes  ,2030,220,708,687,915,16,915,484,631,0,1960,70,1033,997,65,1599,61,302,1,2,106,122,380,273,666,87,113,119,69,39,56
2015, Sudeste  , Minas Gerais  , Indaiabira  ,2060,297,1189,436,44,138,0,1112,948,0,1247,813,1028,1032,303,432,49,1272,4,0,133,173,546,528,414,69,34,14,19,5,125
2015, Sudeste  , Minas Gerais  , Indianópolis  ,1397,267,848,159,0,123,0,257,1140,0,1204,193,658,739,173,777,25,421,1,0,120,157,413,359,220,57,28,12,4,8,19
2015, Sudeste  , Minas Gerais  , Ingaí  ,575,94,361,120,0,0,0,300,275,0,575,0,262,313,34,230,52,258,1,0,25,73,175,155,124,18,5,0,0,0,0
2015, Sudeste  , Minas Gerais  , Inhapim  ,4836,616,3097,913,31,210,0,2983,1610,243,3672,1164,2307,2529,137,1911,212,2560,16,0,165,465,1532,1402,937,131,68,33,30,27,46
2015, Sudeste  , Minas Gerais  , Inhaúma  ,1390,186,965,239,0,0,0,693,697,0,1253,137,668,722,4,300,70,1013,3,0,50,142,431,435,288,35,9,0,0,0,0
2015, Sudeste  , Minas Gerais  , Inimutaba  ,1415,213,948,254,0,0,0,716,699,0,1269,146,710,705,81,164,26,1144,0,0,76,147,460,412,283,31,5,1,0,0,0
2015, Sudeste  , Minas Gerais  , Ipaba  ,4296,401,2710,748,0,437,0,3200,1017,79,3925,371,2081,2215,152,1123,224,2753,37,7,56,364,1322,1244,810,128,94,79,64,54,81
2015, Sudeste  , Minas Gerais  , Ipanema  ,3946,427,2401,629,0,489,0,2539,1354,53,3804,142,2047,1899,170,1934,218,1619,5,0,102,357,1249,1094,654,95,110,72,71,49,93
2015, Sudeste  , Minas Gerais  , Ipatinga  ,58785,8454,32283,9511,4150,4661,0,22217,19107,17461,58523,262,29530,29255,14479,15097,2123,26978,94,14,3196,5440,16728,14151,10863,2616,2132,1130,784,644,1101
2015, Sudeste  , Minas Gerais  , Ipiaçu  ,805,153,464,128,0,60,0,305,500,0,805,0,411,394,75,406,11,313,0,0,70,87,232,201,125,29,21,11,9,7,13
2015, Sudeste  , Minas Gerais  , Ipuiúna  ,1874,330,1232,235,0,77,0,737,831,306,1781,93,919,955,307,1220,107,237,1,2,147,192,595,523,317,19,19,16,7,6,33
2015, Sudeste  , Minas Gerais  , Iraí de Minas  ,1562,322,890,266,36,84,0,727,694,141,1510,52,753,809,130,912,77,440,3,0,164,163,484,373,236,34,27,19,19,15,28
2015, Sudeste  , Minas Gerais  , Itabira  ,26708,4100,14518,4256,2034,1934,0,11699,8894,6115,26124,584,13246,13462,2920,5524,2217,15988,46,13,1695,2502,7306,6143,5173,1229,1027,502,354,313,464
2015, Sudeste  , Minas Gerais  , Itabirinha  ,2438,370,1487,411,12,170,0,1362,1076,0,2259,179,1198,1240,668,531,43,1191,4,1,126,256,761,651,439,60,44,26,25,27,23
2015, Sudeste  , Minas Gerais  , Itabirito  ,12128,2167,6915,1629,674,952,313,3713,6265,1837,11901,227,5874,6254,6296,2156,436,3170,66,4,946,1252,3462,2930,2061,557,407,182,132,80,119
2015, Sudeste  , Minas Gerais  , Itacambira  ,899,111,602,186,0,0,0,533,366,0,608,291,396,503,21,134,12,730,2,0,56,58,269,285,193,23,7,3,2,3,0
2015, Sudeste  , Minas Gerais  , Itacarambi  ,5485,949,3397,881,27,258,0,1828,3558,99,4347,1138,2751,2734,1735,502,259,2939,14,36,407,560,1650,1391,988,222,109,62,42,27,27
2015, Sudeste  , Minas Gerais  , Itaguara  ,2477,353,1607,406,0,111,0,1477,837,163,2353,124,1234,1243,135,1615,222,504,1,0,102,256,789,676,502,62,27,8,7,7,41
2015, Sudeste  , Minas Gerais  , Itaipé  ,3395,284,2371,564,57,176,0,1581,1627,187,2743,652,1677,1718,370,367,64,2592,2,0,117,179,1067,1047,677,152,56,28,24,23,25
2015, Sudeste  , Minas Gerais  , Itajubá  ,21825,3710,10988,3583,1679,1927,0,9080,6148,6597,21020,805,10638,11187,3102,15093,680,2906,34,10,1603,2207,5610,4825,4173,1121,1074,410,287,202,313
2015, Sudeste  , Minas Gerais  , Itamarandiba  ,9331,1373,5579,1545,79,798,0,5820,3135,376,8164,1167,4789,4542,1031,2070,347,5872,9,2,586,829,2638,2484,1670,367,269,179,122,84,103
2015, Sudeste  , Minas Gerais  , Itamarati de Minas  ,765,188,385,123,0,69,0,143,622,0,725,40,381,384,75,293,103,290,4,0,93,90,196,164,146,32,13,9,5,5,12
2015, Sudeste  , Minas Gerais  , Itambacuri  ,5881,863,3801,965,35,252,0,3167,2311,403,4817,1064,2989,2892,946,549,254,4110,21,1,325,564,1797,1604,1087,232,99,46,38,31,58
2015, Sudeste  , Minas Gerais  , Itambé do Mato Dentro  ,392,52,261,79,0,0,0,297,95,0,349,43,197,195,13,105,2,272,0,0,1,51,130,118,79,10,3,0,0,0,0
2015, Sudeste  , Minas Gerais  , Itamogi  ,2071,378,1285,367,0,41,0,939,1001,131,2071,0,1028,1043,243,1206,44,578,0,0,140,249,623,566,389,48,23,10,8,3,12
2015, Sudeste  , Minas Gerais  , Itamonte  ,3345,496,1894,501,142,312,0,870,1689,786,3088,257,1642,1703,334,2469,89,452,0,1,162,338,944,821,595,142,137,78,40,45,43
2015, Sudeste  , Minas Gerais  , Itanhandu  ,3446,668,1958,596,57,167,0,1490,1097,859,3328,118,1619,1827,150,2652,112,528,4,0,308,365,1001,851,672,98,73,17,15,13,33
2015, Sudeste  , Minas Gerais  , Itanhomi  ,2890,604,1563,495,0,228,0,1481,1409,0,2847,43,1428,1462,250,443,95,2078,24,0,288,324,806,725,483,103,54,29,20,15,43
2015, Sudeste  , Minas Gerais  , Itaobim  ,5266,708,3135,949,300,373,0,3071,1847,348,4716,550,2658,2608,196,1199,169,3674,26,2,282,448,1519,1332,1037,218,118,60,66,49,137
2015, Sudeste  , Minas Gerais  , Itapagipe  ,2358,451,1359,393,0,155,0,1059,1261,38,2208,150,1116,1242,377,1504,58,419,0,0,219,246,682,599,427,53,30,32,21,10,39
2015, Sudeste  , Minas Gerais  , Itapecerica  ,3752,519,2385,753,20,75,0,2476,911,365,3691,61,1783,1969,330,2173,127,1104,0,18,109,423,1207,1055,813,50,35,11,18,10,21
2015, Sudeste  , Minas Gerais  , Itapeva  ,2162,386,1390,362,0,24,0,571,1591,0,1671,491,1028,1134,397,1327,78,360,0,0,165,229,666,620,414,36,8,0,4,6,14
2015, Sudeste  , Minas Gerais  , Itatiaiuçu  ,2689,340,1638,526,49,185,0,1164,1525,0,2334,355,1370,1319,271,861,95,1454,7,1,50,307,824,710,543,119,52,28,16,11,29
2015, Sudeste  , Minas Gerais  , Itaú de Minas  ,3273,566,1917,571,127,107,0,533,2168,572,3273,0,1593,1680,367,2102,100,696,8,0,200,380,912,887,608,117,102,27,23,6,11
2015, Sudeste  , Minas Gerais  , Itaúna  ,18967,3025,10733,3123,974,1162,0,8305,5756,4906,18558,409,9288,9679,3017,8583,859,6464,32,12,1087,1946,5476,4754,3744,619,523,269,184,155,210
2015, Sudeste  , Minas Gerais  , Itaverava  ,1129,132,743,214,0,40,0,919,210,0,919,210,550,579,17,389,128,594,1,0,27,111,322,359,237,38,16,1,4,3,11
2015, Sudeste  , Minas Gerais  , Itinga  ,3707,405,2507,687,87,108,0,2288,1226,193,2152,1555,1806,1901,147,584,156,2812,7,1,96,329,1145,1086,727,173,54,23,31,10,33
2015, Sudeste  , Minas Gerais  , Itueta  ,1129,184,735,189,0,21,0,468,661,0,876,253,518,611,447,257,23,402,0,0,49,143,357,338,205,21,8,2,2,3,1
2015, Sudeste  , Minas Gerais  , Ituiutaba  ,22259,3745,11560,3443,1602,2391,625,9723,6958,4953,21909,350,10880,11379,4192,10052,985,7010,20,0,1662,2180,5961,4987,4031,991,861,451,346,292,497
2015, Sudeste  , Minas Gerais  , Itumirim  ,1250,137,827,286,0,0,0,872,378,0,1158,92,633,617,144,459,100,546,1,0,5,135,427,354,264,38,17,2,0,2,6
2015, Sudeste  , Minas Gerais  , Iturama  ,8676,1466,4931,1320,332,663,0,3151,4243,1282,8500,176,4314,4362,414,4892,336,3016,18,0,587,909,2483,2144,1448,269,277,163,120,119,157
2015, Sudeste  , Minas Gerais  , Itutinga  ,821,131,466,177,0,47,0,487,334,0,821,0,429,392,21,381,88,331,0,0,44,90,233,221,154,31,19,4,3,6,16
2015, Sudeste  , Minas Gerais  , Jaboticatubas  ,3828,450,2542,615,0,221,0,2029,1677,122,3594,234,1913,1915,589,701,201,2329,6,2,64,400,1152,1105,780,181,73,10,17,21,25
2015, Sudeste  , Minas Gerais  , Jacinto  ,2691,416,1782,349,0,144,0,1216,1399,76,2589,102,1339,1352,898,185,115,1488,2,3,142,289,887,731,438,64,31,15,21,21,52
2015, Sudeste  , Minas Gerais  , Jacuí  ,1569,236,958,277,24,98,0,822,672,75,1569,0,760,809,553,904,13,99,0,0,72,175,478,421,307,36,30,14,8,11,17
2015, Sudeste  , Minas Gerais  , Jacutinga  ,5046,989,3099,664,0,294,0,1441,2929,676,4846,200,2490,2556,553,3918,89,481,2,3,441,555,1643,1329,821,95,59,20,18,19,46
2015, Sudeste  , Minas Gerais  , Jaguaraçu  ,508,100,334,74,0,0,0,74,434,0,491,17,258,250,116,107,87,198,0,0,34,73,158,143,80,16,3,1,0,0,0
2015, Sudeste  , Minas Gerais  , Jaíba  ,9508,1604,6309,1412,0,183,0,6191,2959,358,5364,4144,4677,4831,886,1729,543,6324,19,7,440,1211,3243,2679,1525,191,120,35,31,15,18
2015, Sudeste  , Minas Gerais  , Jampruca  ,1272,101,791,261,49,119,0,795,477,0,1272,0,647,625,518,88,52,613,1,0,8,96,387,326,241,75,47,37,18,16,21
2015, Sudeste  , Minas Gerais  , Janaúba  ,19250,3494,10925,3520,116,1195,80,10555,6161,2454,18585,665,9667,9583,1569,4143,1009,12484,44,1,1571,1993,5397,4902,3394,567,419,275,221,185,326
2015, Sudeste  , Minas Gerais  , Januária  ,20127,2406,11271,3739,2615,741,2366,11499,5118,1144,13459,6668,10549,9578,5878,2722,1048,10321,109,49,705,1791,5564,4724,3692,977,818,589,512,329,426
2015, Sudeste  , Minas Gerais  , Japaraíba  ,972,167,585,193,30,27,0,481,488,3,828,144,498,474,414,378,20,154,6,0,61,109,312,254,169,29,19,8,1,4,6
2015, Sudeste  , Minas Gerais  , Japonvar  ,2046,294,1242,393,32,85,0,1036,1010,0,1633,413,1081,965,517,381,20,1125,2,1,106,202,607,538,459,38,17,5,9,6,59
2015, Sudeste  , Minas Gerais  , Jeceaba  ,1137,178,648,210,19,82,0,428,709,0,1039,98,552,585,285,374,44,433,1,0,63,119,311,290,224,56,19,11,18,11,15
2015, Sudeste  , Minas Gerais  , Jenipapo de Minas  ,1963,229,1339,370,0,25,0,1455,508,0,1484,479,977,986,76,294,195,1398,0,0,82,154,572,602,415,90,17,4,3,2,22
2015, Sudeste  , Minas Gerais  , Jequeri  ,2632,443,1627,401,0,161,0,1546,970,116,2437,195,1295,1337,160,820,166,1473,11,2,203,253,814,666,461,77,51,23,27,13,44
2015, Sudeste  , Minas Gerais  , Jequitaí  ,1710,258,1051,299,0,102,0,986,723,1,1622,88,824,886,493,164,43,1003,7,0,103,165,512,481,314,59,22,8,5,11,30
2015, Sudeste  , Minas Gerais  , Jequitibá  ,1252,130,817,249,89,10,0,658,584,10,850,402,612,640,97,233,30,890,2,0,26,109,363,362,292,49,20,12,5,6,8
2015, Sudeste  , Minas Gerais  , Jequitinhonha  ,6047,813,3899,805,136,394,0,3546,1938,563,5270,777,2999,3048,1658,728,278,3378,2,3,343,500,1849,1687,963,270,182,74,56,36,87
2015, Sudeste  , Minas Gerais  , Jesuânia  ,834,79,584,147,0,24,0,461,373,0,826,8,409,425,83,551,24,176,0,0,0,81,265,267,162,35,8,5,4,4,3
2015, Sudeste  , Minas Gerais  , Joaíma  ,4005,551,2603,441,0,410,0,1648,2172,185,3489,516,2012,1993,203,634,115,3048,5,0,230,331,1275,1071,604,137,106,61,41,43,106
2015, Sudeste  , Minas Gerais  , Joanésia  ,1011,94,651,218,31,48,0,692,319,0,805,206,511,500,23,230,81,674,3,0,2,97,276,290,230,37,16,14,10,11,28
2015, Sudeste  , Minas Gerais  , João Monlevade  ,16725,2194,9341,3002,1006,1200,0,7093,6364,3268,16725,0,8172,8553,1314,4898,1573,8855,72,13,840,1421,4735,4098,3505,820,574,245,157,111,219
2015, Sudeste  , Minas Gerais  , João Pinheiro  ,11829,1498,7225,2018,511,625,0,7283,2858,1688,10338,1491,5879,5950,807,3368,615,6940,96,3,422,1123,3568,3276,2156,331,287,178,158,133,197
2015, Sudeste  , Minas Gerais  , Joaquim Felício  ,881,138,567,176,0,0,0,176,705,0,881,0,433,448,194,136,33,518,0,0,58,86,277,232,181,36,9,0,1,1,0
2015, Sudeste  , Minas Gerais  , Jordânia  ,2548,408,1551,420,0,169,0,1876,588,84,2495,53,1212,1336,367,397,58,1716,7,3,201,223,696,692,438,97,86,37,22,20,36
